Date,Country,Confirmed,Recovered,Deaths
2020/1/22,Ghana,0,0,0
2020/1/22,Greece,0,0,0
2020/1/22,Grenada,0,0,0
2020/1/22,Guatemala,0,0,0
2020/1/22,Guinea,0,0,0
2020/1/22,Guinea-Bissau,0,0,0
2020/1/22,Guyana,0,0,0
2020/1/22,Haiti,0,0,0
2020/1/22,Holy See,0,0,0
2020/1/22,Honduras,0,0,0
2020/1/22,Hungary,0,0,0
2020/1/22,Iceland,0,0,0
2020/1/22,India,0,0,0
2020/1/22,Indonesia,0,0,0
2020/1/22,Iran,0,0,0
2020/1/22,Iraq,0,0,0
2020/1/22,Ireland,0,0,0
2020/1/22,Israel,0,0,0
2020/1/22,Italy,0,0,0
2020/1/22,Jamaica,0,0,0
2020/1/22,Japan,2,0,0
2020/1/22,Jordan,0,0,0
2020/1/22,Kazakhstan,0,0,0
2020/1/22,Kenya,0,0,0
2020/1/22,"Korea, South",1,0,0
2020/1/22,Kosovo,0,0,0
2020/1/22,Kuwait,0,0,0
2020/1/22,Kyrgyzstan,0,0,0
2020/1/22,Laos,0,0,0
2020/1/22,Latvia,0,0,0
2020/1/22,Lebanon,0,0,0
2020/1/22,Liberia,0,0,0
2020/1/22,Libya,0,0,0
2020/1/22,Liechtenstein,0,0,0
2020/1/22,Lithuania,0,0,0
2020/1/22,Luxembourg,0,0,0
2020/1/22,MS Zaandam,0,0,0
2020/1/22,Madagascar,0,0,0
2020/1/22,Malawi,0,0,0
2020/1/22,Malaysia,0,0,0
2020/1/22,Maldives,0,0,0
2020/1/22,Mali,0,0,0
2020/1/22,Malta,0,0,0
2020/1/22,Mauritania,0,0,0
2020/1/22,Mauritius,0,0,0
2020/1/22,Mexico,0,0,0
2020/1/22,Moldova,0,0,0
2020/1/22,Monaco,0,0,0
2020/1/22,Mongolia,0,0,0
2020/1/22,Montenegro,0,0,0
2020/1/22,Morocco,0,0,0
2020/1/22,Mozambique,0,0,0
2020/1/22,Namibia,0,0,0
2020/1/22,Nepal,0,0,0
2020/1/22,Netherlands,0,0,0
2020/1/22,New Zealand,0,0,0
2020/1/22,Nicaragua,0,0,0
2020/1/22,Niger,0,0,0
2020/1/22,Nigeria,0,0,0
2020/1/22,North Macedonia,0,0,0
2020/1/22,Norway,0,0,0
2020/1/22,Oman,0,0,0
2020/1/22,Pakistan,0,0,0
2020/1/22,Panama,0,0,0
2020/1/22,Papua New Guinea,0,0,0
2020/1/22,Paraguay,0,0,0
2020/1/22,Peru,0,0,0
2020/1/22,Philippines,0,0,0
2020/1/22,Poland,0,0,0
2020/1/22,Portugal,0,0,0
2020/1/22,Qatar,0,0,0
2020/1/22,Romania,0,0,0
2020/1/22,Russia,0,0,0
2020/1/22,Rwanda,0,0,0
2020/1/22,Saint Kitts and Nevis,0,0,0
2020/1/22,Saint Lucia,0,0,0
2020/1/22,Saint Vincent and the Grenadines,0,0,0
2020/1/22,San Marino,0,0,0
2020/1/22,Sao Tome and Principe,0,0,0
2020/1/22,Saudi Arabia,0,0,0
2020/1/22,Senegal,0,0,0
2020/1/22,Serbia,0,0,0
2020/1/22,Seychelles,0,0,0
2020/1/22,Sierra Leone,0,0,0
2020/1/22,Singapore,0,0,0
2020/1/22,Slovakia,0,0,0
2020/1/22,Slovenia,0,0,0
2020/1/22,Somalia,0,0,0
2020/1/22,South Africa,0,0,0
2020/1/22,South Sudan,0,0,0
2020/1/22,Spain,0,0,0
2020/1/22,Sri Lanka,0,0,0
2020/1/22,Sudan,0,0,0
2020/1/22,Suriname,0,0,0
2020/1/22,Sweden,0,0,0
2020/1/22,Switzerland,0,0,0
2020/1/22,Syria,0,0,0
2020/1/22,Tajikistan,0,0,0
2020/1/22,Tanzania,0,0,0
2020/1/22,Thailand,2,0,0
2020/1/22,Timor-Leste,0,0,0
2020/1/22,Togo,0,0,0
2020/1/22,Trinidad and Tobago,0,0,0
2020/1/22,Tunisia,0,0,0
2020/1/22,Turkey,0,0,0
2020/1/22,US,1,0,0
2020/1/22,Uganda,0,0,0
2020/1/22,Ukraine,0,0,0
2020/1/22,United Arab Emirates,0,0,0
2020/1/22,United Kingdom,0,0,0
2020/1/22,Uruguay,0,0,0
2020/1/22,Uzbekistan,0,0,0
2020/1/22,Venezuela,0,0,0
2020/1/22,Vietnam,0,0,0
2020/1/22,West Bank and Gaza,0,0,0
2020/1/22,Western Sahara,0,0,0
2020/1/22,Yemen,0,0,0
2020/1/22,Zambia,0,0,0
2020/1/22,Zimbabwe,0,0,0
2020/1/23,Afghanistan,0,0,0
2020/1/23,Albania,0,0,0
2020/1/23,Algeria,0,0,0
2020/1/23,Andorra,0,0,0
2020/1/23,Angola,0,0,0
2020/1/23,Antigua and Barbuda,0,0,0
2020/1/23,Argentina,0,0,0
2020/1/23,Armenia,0,0,0
2020/1/23,Australia,0,0,0
2020/1/23,Austria,0,0,0
2020/1/23,Azerbaijan,0,0,0
2020/1/23,Bahamas,0,0,0
2020/1/23,Bahrain,0,0,0
2020/1/23,Bangladesh,0,0,0
2020/1/23,Barbados,0,0,0
2020/1/23,Belarus,0,0,0
2020/1/23,Belgium,0,0,0
2020/1/23,Belize,0,0,0
2020/1/23,Benin,0,0,0
2020/1/23,Bhutan,0,0,0
2020/1/23,Bolivia,0,0,0
2020/1/23,Bosnia and Herzegovina,0,0,0
2020/1/23,Botswana,0,0,0
2020/1/23,Brazil,0,0,0
2020/1/23,Brunei,0,0,0
2020/1/23,Bulgaria,0,0,0
2020/1/23,Burkina Faso,0,0,0
2020/1/23,Burma,0,0,0
2020/1/23,Burundi,0,0,0
2020/1/23,Cabo Verde,0,0,0
2020/1/23,Cambodia,0,0,0
2020/1/23,Cameroon,0,0,0
2020/1/23,Canada,0,0,0
2020/1/23,Central African Republic,0,0,0
2020/1/23,Chad,0,0,0
2020/1/23,Chile,0,0,0
2020/1/23,China,643,30,18
2020/1/23,Colombia,0,0,0
2020/1/23,Comoros,0,0,0
2020/1/23,Congo (Brazzaville),0,0,0
2020/1/23,Congo (Kinshasa),0,0,0
2020/1/23,Costa Rica,0,0,0
2020/1/23,Cote d'Ivoire,0,0,0
2020/1/23,Croatia,0,0,0
2020/1/23,Cuba,0,0,0
2020/1/23,Cyprus,0,0,0
2020/1/23,Czechia,0,0,0
2020/1/23,Denmark,0,0,0
2020/1/23,Diamond Princess,0,0,0
2020/1/23,Djibouti,0,0,0
2020/1/23,Dominica,0,0,0
2020/1/23,Dominican Republic,0,0,0
2020/1/23,Ecuador,0,0,0
2020/1/23,Egypt,0,0,0
2020/1/23,El Salvador,0,0,0
2020/1/23,Equatorial Guinea,0,0,0
2020/1/23,Eritrea,0,0,0
2020/1/23,Estonia,0,0,0
2020/1/23,Eswatini,0,0,0
2020/1/23,Ethiopia,0,0,0
2020/1/23,Fiji,0,0,0
2020/1/23,Finland,0,0,0
2020/1/23,France,0,0,0
2020/1/23,Gabon,0,0,0
2020/1/23,Gambia,0,0,0
2020/1/23,Georgia,0,0,0
2020/1/23,Germany,0,0,0
2020/1/23,Ghana,0,0,0
2020/1/23,Greece,0,0,0
2020/1/23,Grenada,0,0,0
2020/1/23,Guatemala,0,0,0
2020/1/23,Guinea,0,0,0
2020/1/23,Guinea-Bissau,0,0,0
2020/1/23,Guyana,0,0,0
2020/1/23,Haiti,0,0,0
2020/1/23,Holy See,0,0,0
2020/1/23,Honduras,0,0,0
2020/1/23,Hungary,0,0,0
2020/1/23,Iceland,0,0,0
2020/1/23,India,0,0,0
2020/1/23,Indonesia,0,0,0
2020/1/23,Iran,0,0,0
2020/1/23,Iraq,0,0,0
2020/1/23,Ireland,0,0,0
2020/1/23,Israel,0,0,0
2020/1/23,Italy,0,0,0
2020/1/23,Jamaica,0,0,0
2020/1/23,Japan,2,0,0
2020/1/23,Jordan,0,0,0
2020/1/23,Kazakhstan,0,0,0
2020/1/23,Kenya,0,0,0
2020/1/23,"Korea, South",1,0,0
2020/1/23,Kosovo,0,0,0
2020/1/23,Kuwait,0,0,0
2020/1/23,Kyrgyzstan,0,0,0
2020/1/23,Laos,0,0,0
2020/1/23,Latvia,0,0,0
2020/1/23,Lebanon,0,0,0
2020/1/23,Liberia,0,0,0
2020/1/23,Libya,0,0,0
2020/1/23,Liechtenstein,0,0,0
2020/1/23,Lithuania,0,0,0
2020/1/23,Luxembourg,0,0,0
2020/1/23,MS Zaandam,0,0,0
2020/1/23,Madagascar,0,0,0
2020/1/23,Malawi,0,0,0
2020/1/23,Malaysia,0,0,0
2020/1/23,Maldives,0,0,0
2020/1/23,Mali,0,0,0
2020/1/23,Malta,0,0,0
2020/1/23,Mauritania,0,0,0
2020/1/23,Mauritius,0,0,0
2020/1/23,Mexico,0,0,0
2020/1/23,Moldova,0,0,0
2020/1/23,Monaco,0,0,0
2020/1/23,Mongolia,0,0,0
2020/1/23,Montenegro,0,0,0
2020/1/23,Morocco,0,0,0
2020/1/23,Mozambique,0,0,0
2020/1/23,Namibia,0,0,0
2020/1/23,Nepal,0,0,0
2020/1/23,Netherlands,0,0,0
2020/1/23,New Zealand,0,0,0
2020/1/23,Nicaragua,0,0,0
2020/1/23,Niger,0,0,0
2020/1/23,Nigeria,0,0,0
2020/1/23,North Macedonia,0,0,0
2020/1/23,Norway,0,0,0
2020/1/23,Oman,0,0,0
2020/1/23,Pakistan,0,0,0
2020/1/23,Panama,0,0,0
2020/1/23,Papua New Guinea,0,0,0
2020/1/23,Paraguay,0,0,0
2020/1/23,Peru,0,0,0
2020/1/23,Philippines,0,0,0
2020/1/23,Poland,0,0,0
2020/1/23,Portugal,0,0,0
2020/1/23,Qatar,0,0,0
2020/1/23,Romania,0,0,0
2020/1/23,Russia,0,0,0
2020/1/23,Rwanda,0,0,0
2020/1/23,Saint Kitts and Nevis,0,0,0
2020/1/23,Saint Lucia,0,0,0
2020/1/23,Saint Vincent and the Grenadines,0,0,0
2020/1/23,San Marino,0,0,0
2020/1/23,Sao Tome and Principe,0,0,0
2020/1/23,Saudi Arabia,0,0,0
2020/1/23,Senegal,0,0,0
2020/1/23,Serbia,0,0,0
2020/1/23,Seychelles,0,0,0
2020/1/23,Sierra Leone,0,0,0
2020/1/23,Singapore,1,0,0
2020/1/23,Slovakia,0,0,0
2020/1/23,Slovenia,0,0,0
2020/1/23,Somalia,0,0,0
2020/1/23,South Africa,0,0,0
2020/1/23,South Sudan,0,0,0
2020/1/23,Spain,0,0,0
2020/1/23,Sri Lanka,0,0,0
2020/1/23,Sudan,0,0,0
2020/1/23,Suriname,0,0,0
2020/1/23,Sweden,0,0,0
2020/1/23,Switzerland,0,0,0
2020/1/23,Syria,0,0,0
2020/1/23,Tajikistan,0,0,0
2020/1/23,Tanzania,0,0,0
2020/1/23,Thailand,3,0,0
2020/1/23,Timor-Leste,0,0,0
2020/1/23,Togo,0,0,0
2020/1/23,Trinidad and Tobago,0,0,0
2020/1/23,Tunisia,0,0,0
2020/1/23,Turkey,0,0,0
2020/1/23,US,1,0,0
2020/1/23,Uganda,0,0,0
2020/1/23,Ukraine,0,0,0
2020/1/23,United Arab Emirates,0,0,0
2020/1/23,United Kingdom,0,0,0
2020/1/23,Uruguay,0,0,0
2020/1/23,Uzbekistan,0,0,0
2020/1/23,Venezuela,0,0,0
2020/1/23,Vietnam,2,0,0
2020/1/23,West Bank and Gaza,0,0,0
2020/1/23,Western Sahara,0,0,0
2020/1/23,Yemen,0,0,0
2020/1/23,Zambia,0,0,0
2020/1/23,Zimbabwe,0,0,0
2020/1/24,Afghanistan,0,0,0
2020/1/24,Albania,0,0,0
2020/1/24,Algeria,0,0,0
2020/1/24,Andorra,0,0,0
2020/1/24,Angola,0,0,0
2020/1/24,Antigua and Barbuda,0,0,0
2020/1/24,Argentina,0,0,0
2020/1/24,Armenia,0,0,0
2020/1/24,Australia,0,0,0
2020/1/24,Austria,0,0,0
2020/1/24,Azerbaijan,0,0,0
2020/1/24,Bahamas,0,0,0
2020/1/24,Bahrain,0,0,0
2020/1/24,Bangladesh,0,0,0
2020/1/24,Barbados,0,0,0
2020/1/24,Belarus,0,0,0
2020/1/24,Belgium,0,0,0
2020/1/24,Belize,0,0,0
2020/1/24,Benin,0,0,0
2020/1/24,Bhutan,0,0,0
2020/1/24,Bolivia,0,0,0
2020/1/24,Bosnia and Herzegovina,0,0,0
2020/1/24,Botswana,0,0,0
2020/1/24,Brazil,0,0,0
2020/1/24,Brunei,0,0,0
2020/1/24,Bulgaria,0,0,0
2020/1/24,Burkina Faso,0,0,0
2020/1/24,Burma,0,0,0
2020/1/24,Burundi,0,0,0
2020/1/24,Cabo Verde,0,0,0
2020/1/24,Cambodia,0,0,0
2020/1/24,Cameroon,0,0,0
2020/1/24,Canada,0,0,0
2020/1/24,Central African Republic,0,0,0
2020/1/24,Chad,0,0,0
2020/1/24,Chile,0,0,0
2020/1/24,China,920,36,26
2020/1/24,Colombia,0,0,0
2020/1/24,Comoros,0,0,0
2020/1/24,Congo (Brazzaville),0,0,0
2020/1/24,Congo (Kinshasa),0,0,0
2020/1/24,Costa Rica,0,0,0
2020/1/24,Cote d'Ivoire,0,0,0
2020/1/24,Croatia,0,0,0
2020/1/24,Cuba,0,0,0
2020/1/24,Cyprus,0,0,0
2020/1/24,Czechia,0,0,0
2020/1/24,Denmark,0,0,0
2020/1/24,Diamond Princess,0,0,0
2020/1/24,Djibouti,0,0,0
2020/1/24,Dominica,0,0,0
2020/1/24,Dominican Republic,0,0,0
2020/1/24,Ecuador,0,0,0
2020/1/24,Egypt,0,0,0
2020/1/24,El Salvador,0,0,0
2020/1/24,Equatorial Guinea,0,0,0
2020/1/24,Eritrea,0,0,0
2020/1/24,Estonia,0,0,0
2020/1/24,Eswatini,0,0,0
2020/1/24,Ethiopia,0,0,0
2020/1/24,Fiji,0,0,0
2020/1/24,Finland,0,0,0
2020/1/24,France,2,0,0
2020/1/24,Gabon,0,0,0
2020/1/24,Gambia,0,0,0
2020/1/24,Georgia,0,0,0
2020/1/24,Germany,0,0,0
2020/1/24,Ghana,0,0,0
2020/1/24,Greece,0,0,0
2020/1/24,Grenada,0,0,0
2020/1/24,Guatemala,0,0,0
2020/1/24,Guinea,0,0,0
2020/1/24,Guinea-Bissau,0,0,0
2020/1/24,Guyana,0,0,0
2020/1/24,Haiti,0,0,0
2020/1/24,Holy See,0,0,0
2020/1/24,Honduras,0,0,0
2020/1/24,Hungary,0,0,0
2020/1/24,Iceland,0,0,0
2020/1/24,India,0,0,0
2020/1/24,Indonesia,0,0,0
2020/1/24,Iran,0,0,0
2020/1/24,Iraq,0,0,0
2020/1/24,Ireland,0,0,0
2020/1/24,Israel,0,0,0
2020/1/24,Italy,0,0,0
2020/1/24,Jamaica,0,0,0
2020/1/24,Japan,2,0,0
2020/1/24,Jordan,0,0,0
2020/1/24,Kazakhstan,0,0,0
2020/1/24,Kenya,0,0,0
2020/1/24,"Korea, South",2,0,0
2020/1/24,Kosovo,0,0,0
2020/1/24,Kuwait,0,0,0
2020/1/24,Kyrgyzstan,0,0,0
2020/1/24,Laos,0,0,0
2020/1/24,Latvia,0,0,0
2020/1/24,Lebanon,0,0,0
2020/1/24,Liberia,0,0,0
2020/1/24,Libya,0,0,0
2020/1/24,Liechtenstein,0,0,0
2020/1/24,Lithuania,0,0,0
2020/1/24,Luxembourg,0,0,0
2020/1/24,MS Zaandam,0,0,0
2020/1/24,Madagascar,0,0,0
2020/1/24,Malawi,0,0,0
2020/1/24,Malaysia,0,0,0
2020/1/24,Maldives,0,0,0
2020/1/24,Mali,0,0,0
2020/1/24,Malta,0,0,0
2020/1/24,Mauritania,0,0,0
2020/1/24,Mauritius,0,0,0
2020/1/24,Mexico,0,0,0
2020/1/24,Moldova,0,0,0
2020/1/24,Monaco,0,0,0
2020/1/24,Mongolia,0,0,0
2020/1/24,Montenegro,0,0,0
2020/1/24,Morocco,0,0,0
2020/1/24,Mozambique,0,0,0
2020/1/24,Namibia,0,0,0
2020/1/24,Nepal,0,0,0
2020/1/24,Netherlands,0,0,0
2020/1/24,New Zealand,0,0,0
2020/1/24,Nicaragua,0,0,0
2020/1/24,Niger,0,0,0
2020/1/24,Nigeria,0,0,0
2020/1/24,North Macedonia,0,0,0
2020/1/24,Norway,0,0,0
2020/1/24,Oman,0,0,0
2020/1/24,Pakistan,0,0,0
2020/1/24,Panama,0,0,0
2020/1/24,Papua New Guinea,0,0,0
2020/1/24,Paraguay,0,0,0
2020/1/24,Peru,0,0,0
2020/1/24,Philippines,0,0,0
2020/1/24,Poland,0,0,0
2020/1/24,Portugal,0,0,0
2020/1/24,Qatar,0,0,0
2020/1/24,Romania,0,0,0
2020/1/24,Russia,0,0,0
2020/1/24,Rwanda,0,0,0
2020/1/24,Saint Kitts and Nevis,0,0,0
2020/1/24,Saint Lucia,0,0,0
2020/1/24,Saint Vincent and the Grenadines,0,0,0
2020/1/24,San Marino,0,0,0
2020/1/24,Sao Tome and Principe,0,0,0
2020/1/24,Saudi Arabia,0,0,0
2020/1/24,Senegal,0,0,0
2020/1/24,Serbia,0,0,0
2020/1/24,Seychelles,0,0,0
2020/1/24,Sierra Leone,0,0,0
2020/1/24,Singapore,3,0,0
2020/1/24,Slovakia,0,0,0
2020/1/24,Slovenia,0,0,0
2020/1/24,Somalia,0,0,0
2020/1/24,South Africa,0,0,0
2020/1/24,South Sudan,0,0,0
2020/1/24,Spain,0,0,0
2020/1/24,Sri Lanka,0,0,0
2020/1/24,Sudan,0,0,0
2020/1/24,Suriname,0,0,0
2020/1/24,Sweden,0,0,0
2020/1/24,Switzerland,0,0,0
2020/1/24,Syria,0,0,0
2020/1/24,Tajikistan,0,0,0
2020/1/24,Tanzania,0,0,0
2020/1/24,Thailand,5,0,0
2020/1/24,Timor-Leste,0,0,0
2020/1/24,Togo,0,0,0
2020/1/24,Trinidad and Tobago,0,0,0
2020/1/24,Tunisia,0,0,0
2020/1/24,Turkey,0,0,0
2020/1/24,US,2,0,0
2020/1/24,Uganda,0,0,0
2020/1/24,Ukraine,0,0,0
2020/1/24,United Arab Emirates,0,0,0
2020/1/24,United Kingdom,0,0,0
2020/1/24,Uruguay,0,0,0
2020/1/24,Uzbekistan,0,0,0
2020/1/24,Venezuela,0,0,0
2020/1/24,Vietnam,2,0,0
2020/1/24,West Bank and Gaza,0,0,0
2020/1/24,Western Sahara,0,0,0
2020/1/24,Yemen,0,0,0
2020/1/24,Zambia,0,0,0
2020/1/24,Zimbabwe,0,0,0
2020/1/25,Afghanistan,0,0,0
2020/1/25,Albania,0,0,0
2020/1/25,Algeria,0,0,0
2020/1/25,Andorra,0,0,0
2020/1/25,Angola,0,0,0
2020/1/25,Antigua and Barbuda,0,0,0
2020/1/25,Argentina,0,0,0
2020/1/25,Armenia,0,0,0
2020/1/25,Australia,0,0,0
2020/1/25,Austria,0,0,0
2020/1/25,Azerbaijan,0,0,0
2020/1/25,Bahamas,0,0,0
2020/1/25,Bahrain,0,0,0
2020/1/25,Bangladesh,0,0,0
2020/1/25,Barbados,0,0,0
2020/1/25,Belarus,0,0,0
2020/1/25,Belgium,0,0,0
2020/1/25,Belize,0,0,0
2020/1/25,Benin,0,0,0
2020/1/25,Bhutan,0,0,0
2020/1/25,Bolivia,0,0,0
2020/1/25,Bosnia and Herzegovina,0,0,0
2020/1/25,Botswana,0,0,0
2020/1/25,Brazil,0,0,0
2020/1/25,Brunei,0,0,0
2020/1/25,Bulgaria,0,0,0
2020/1/25,Burkina Faso,0,0,0
2020/1/25,Burma,0,0,0
2020/1/25,Burundi,0,0,0
2020/1/25,Cabo Verde,0,0,0
2020/1/25,Cambodia,0,0,0
2020/1/25,Cameroon,0,0,0
2020/1/25,Canada,0,0,0
2020/1/25,Central African Republic,0,0,0
2020/1/25,Chad,0,0,0
2020/1/25,Chile,0,0,0
2020/1/25,China,1406,39,42
2020/1/25,Colombia,0,0,0
2020/1/25,Comoros,0,0,0
2020/1/25,Congo (Brazzaville),0,0,0
2020/1/25,Congo (Kinshasa),0,0,0
2020/1/25,Costa Rica,0,0,0
2020/1/25,Cote d'Ivoire,0,0,0
2020/1/25,Croatia,0,0,0
2020/1/25,Cuba,0,0,0
2020/1/25,Cyprus,0,0,0
2020/1/25,Czechia,0,0,0
2020/1/25,Denmark,0,0,0
2020/1/25,Diamond Princess,0,0,0
2020/1/25,Djibouti,0,0,0
2020/1/25,Dominica,0,0,0
2020/1/25,Dominican Republic,0,0,0
2020/1/25,Ecuador,0,0,0
2020/1/25,Egypt,0,0,0
2020/1/25,El Salvador,0,0,0
2020/1/25,Equatorial Guinea,0,0,0
2020/1/25,Eritrea,0,0,0
2020/1/25,Estonia,0,0,0
2020/1/25,Eswatini,0,0,0
2020/1/25,Ethiopia,0,0,0
2020/1/25,Fiji,0,0,0
2020/1/25,Finland,0,0,0
2020/1/25,France,3,0,0
2020/1/25,Gabon,0,0,0
2020/1/25,Gambia,0,0,0
2020/1/25,Georgia,0,0,0
2020/1/25,Germany,0,0,0
2020/1/25,Ghana,0,0,0
2020/1/25,Greece,0,0,0
2020/1/25,Grenada,0,0,0
2020/1/25,Guatemala,0,0,0
2020/1/25,Guinea,0,0,0
2020/1/25,Guinea-Bissau,0,0,0
2020/1/25,Guyana,0,0,0
2020/1/25,Haiti,0,0,0
2020/1/25,Holy See,0,0,0
2020/1/25,Honduras,0,0,0
2020/1/25,Hungary,0,0,0
2020/1/25,Iceland,0,0,0
2020/1/25,India,0,0,0
2020/1/25,Indonesia,0,0,0
2020/1/25,Iran,0,0,0
2020/1/25,Iraq,0,0,0
2020/1/25,Ireland,0,0,0
2020/1/25,Israel,0,0,0
2020/1/25,Italy,0,0,0
2020/1/25,Jamaica,0,0,0
2020/1/25,Japan,2,0,0
2020/1/25,Jordan,0,0,0
2020/1/25,Kazakhstan,0,0,0
2020/1/25,Kenya,0,0,0
2020/1/25,"Korea, South",2,0,0
2020/1/25,Kosovo,0,0,0
2020/1/25,Kuwait,0,0,0
2020/1/25,Kyrgyzstan,0,0,0
2020/1/25,Laos,0,0,0
2020/1/25,Latvia,0,0,0
2020/1/25,Lebanon,0,0,0
2020/1/25,Liberia,0,0,0
2020/1/25,Libya,0,0,0
2020/1/25,Liechtenstein,0,0,0
2020/1/25,Lithuania,0,0,0
2020/1/25,Luxembourg,0,0,0
2020/1/25,MS Zaandam,0,0,0
2020/1/25,Madagascar,0,0,0
2020/1/25,Malawi,0,0,0
2020/1/25,Malaysia,3,0,0
2020/1/25,Maldives,0,0,0
2020/1/25,Mali,0,0,0
2020/1/25,Malta,0,0,0
2020/1/25,Mauritania,0,0,0
2020/1/25,Mauritius,0,0,0
2020/1/25,Mexico,0,0,0
2020/1/25,Moldova,0,0,0
2020/1/25,Monaco,0,0,0
2020/1/25,Mongolia,0,0,0
2020/1/25,Montenegro,0,0,0
2020/1/25,Morocco,0,0,0
2020/1/25,Mozambique,0,0,0
2020/1/25,Namibia,0,0,0
2020/1/25,Nepal,1,0,0
2020/1/25,Netherlands,0,0,0
2020/1/25,New Zealand,0,0,0
2020/1/25,Nicaragua,0,0,0
2020/1/25,Niger,0,0,0
2020/1/25,Nigeria,0,0,0
2020/1/25,North Macedonia,0,0,0
2020/1/25,Norway,0,0,0
2020/1/25,Oman,0,0,0
2020/1/25,Pakistan,0,0,0
2020/1/25,Panama,0,0,0
2020/1/25,Papua New Guinea,0,0,0
2020/1/25,Paraguay,0,0,0
2020/1/25,Peru,0,0,0
2020/1/25,Philippines,0,0,0
2020/1/25,Poland,0,0,0
2020/1/25,Portugal,0,0,0
2020/1/25,Qatar,0,0,0
2020/1/25,Romania,0,0,0
2020/1/25,Russia,0,0,0
2020/1/25,Rwanda,0,0,0
2020/1/25,Saint Kitts and Nevis,0,0,0
2020/1/25,Saint Lucia,0,0,0
2020/1/25,Saint Vincent and the Grenadines,0,0,0
2020/1/25,San Marino,0,0,0
2020/1/25,Sao Tome and Principe,0,0,0
2020/1/25,Saudi Arabia,0,0,0
2020/1/25,Senegal,0,0,0
2020/1/25,Serbia,0,0,0
2020/1/25,Seychelles,0,0,0
2020/1/25,Sierra Leone,0,0,0
2020/1/25,Singapore,3,0,0
2020/1/25,Slovakia,0,0,0
2020/1/25,Slovenia,0,0,0
2020/1/25,Somalia,0,0,0
2020/1/25,South Africa,0,0,0
2020/1/25,South Sudan,0,0,0
2020/1/25,Spain,0,0,0
2020/1/25,Sri Lanka,0,0,0
2020/1/25,Sudan,0,0,0
2020/1/25,Suriname,0,0,0
2020/1/25,Sweden,0,0,0
2020/1/25,Switzerland,0,0,0
2020/1/25,Syria,0,0,0
2020/1/25,Tajikistan,0,0,0
2020/1/25,Tanzania,0,0,0
2020/1/25,Thailand,7,0,0
2020/1/25,Timor-Leste,0,0,0
2020/1/25,Togo,0,0,0
2020/1/25,Trinidad and Tobago,0,0,0
2020/1/25,Tunisia,0,0,0
2020/1/25,Turkey,0,0,0
2020/1/25,US,2,0,0
2020/1/25,Uganda,0,0,0
2020/1/25,Ukraine,0,0,0
2020/1/25,United Arab Emirates,0,0,0
2020/1/25,United Kingdom,0,0,0
2020/1/25,Uruguay,0,0,0
2020/1/25,Uzbekistan,0,0,0
2020/1/25,Venezuela,0,0,0
2020/1/25,Vietnam,2,0,0
